Eigvals	3
0.383043853474	0.183771969752	0.135474091907

Proportion explained	3
0.259065330515	0.123935376006	0.0807318007532

Species	0	0

Site	29	3
515rcbc9	0.0206338730501	0.00903226822643	0.0279257282481
515rcbc8	-0.122742100513	0.0124661512725	0.0553947020033
515rcbc19	-0.0553774841282	0.009629958404	-0.0297731284331
515rcbc18	0.101768465833	0.0257223704399	0.0515121208733
515rcbc11	-0.100972071815	-0.0362538428299	-0.009725823458
515rcbc10	0.000537649749896	0.0202588877032	0.00127924343274
515rcbc35	0.0936080417573	0.140956033527	0.0722127114929
515rcbc12	-0.0450886580551	-0.0383920740838	-0.247658213949
515rcbc15	0.097273334614	0.0435174472671	0.0286347483175
515rcbc14	0.0137774444812	-0.120781932835	-0.0193749113468
515rcbc17	0.0689573200983	0.0473728072529	0.0539152196604
515rcbc16	-0.0839995151457	-0.056080620788	0.0211610512445
515rcbc37	-0.0125418574359	0.0258873199303	-0.051064998229
515rcbc36	-0.2735549745	0.20149868837	-0.285557677079
515rcbc13	0.0596210128021	-0.0218663731748	-0.0636587472181
515rcbc34	0.111695883811	0.0430436892377	0.0570035549202
515rcbc33	-0.0136958337402	-0.0781405668344	0.073228954363
515rcbc32	-0.116526309644	-0.0383041016713	0.0636815779252
515rcbc21	0.0684126448812	-0.0424944091343	-0.0211600575532
515rcbc22	0.0143578178355	-0.0863216599262	0.0114663809679
515rcbc23	-0.00606266437177	-0.0379878302749	-0.0921610307613
515rcbc24	0.102805843874	0.0175729886326	0.0496989121196
515rcbc25	-0.171708947577	-0.122837566894	0.0946766455396
515rcbc26	0.161523212151	0.0559587874776	0.0862110699927
515rcbc27	0.0311050295186	0.0035800938016	-0.0458475922532
515rcbc28	0.043559929136	-0.0692744738172	0.036394757838
515rcbc29	0.0285362239206	0.0189983165407	-0.00824263544158
515rcbc30	0.0920534707573	0.0699509734619	0.101881894129
515rcbc31	-0.107956781345	0.00328867071725	-0.0120544573456

Biplot	0	0

Site constraints	0	0
