Eigvals	3
0.518709586627	0.237522066012	0.143049202046

Proportion explained	3
0.352990583138	0.161637751037	0.0973473783178

Species	0	0

Site	41	3
515rcbc9	-0.00576673168091	0.0141626464361	-0.0722299576969
515rcbc8	0.0525726320572	-0.0638506843949	-0.0757261706724
515rcbc25	0.045789448148	-0.199015938991	-0.00405334071405
515rcbc11	0.077475624183	-0.0687439809291	-0.0611920417043
515rcbc19	0.058746841545	-0.0149204770998	-0.0441644214153
515rcbc18	-0.077528491085	0.0504288763691	-0.0194198324943
515rcbc37	0.0516094665849	0.0306376999817	-0.0618565642572
515rcbc10	0.00315073361338	0.00872122521533	-0.0423719703723
515rcbc13	-0.00275606067954	0.0407047209236	0.0169818181704
515rcbc12	0.172208826857	0.0427625858161	0.0173454001403
515rcbc33	-0.0334812292603	-0.099682426113	-0.0113929562151
515rcbc32	0.0223840864459	-0.10501537342	-0.0319589011769
515rcbc31	0.0821410497973	-0.0411016963075	-0.0572948399805
515rcbc30	-0.0889817818371	0.0628617935487	-0.0790177316369
515rcbc27	0.0130708631584	0.0373496603544	-0.0255406838637
16.17.1	-0.030450266821	-0.0775039688449	0.050837230437
16.17.2	0.0217138996055	-0.088024553181	0.030707148612
16.17.3	0.490775501798	0.129349531658	0.166322256687
16.17.4	-0.0148363566825	-0.0538397942994	0.0703747415943
16.17.5	-0.0721404105635	0.0304936871788	0.057366603059
16.17.6	-0.0103719523979	-0.224341668373	0.0612641134395
16.17.7	-0.00937287822994	0.0253124817199	0.033000208658
16.17.8	-0.112353925342	0.09017908093	-0.0211937335559
15.16.1	-0.113287529549	0.0978679393563	0.0730620120721
15.16.2	-0.117851693361	0.071823270566	0.108117974033
15.16.3	-0.160305506325	-0.0897318259131	0.17933673809
15.16.4	-0.123677376789	0.0932475925325	0.110277441439
515rcbc35	-0.0725543595797	0.101417649436	-0.0479800271204
515rcbc34	-0.0803630335755	0.0667063945809	-0.0346671138528
515rcbc15	-0.0619869123614	0.0717298624124	-0.00593922074037
515rcbc14	-0.00215153839909	-0.0751879723446	0.00541801179497
515rcbc21	-0.040045009604	0.0208948186793	0.0285835186974
515rcbc22	-0.0262360903072	-0.0565134381375	0.00227935115824
515rcbc23	0.058873545069	0.0107390462922	-0.0309302609526
515rcbc24	-0.0831702565977	0.0517241467246	-0.0403089009317
515rcbc17	-0.0546635466217	0.0485985042541	-0.050868249815
515rcbc26	-0.129897452083	0.0871963850076	-0.033586892942
515rcbc36	0.354167484062	0.0590737253945	-0.0566769289382
515rcbc28	-0.0487602483599	-0.0365708097364	-0.0159891501084
515rcbc29	0.0130368408829	0.0342902793228	-0.0489473355078
515rcbc16	0.0552737942851	-0.0842289966063	-0.0379673414169

Biplot	0	0

Site constraints	0	0
