Eigvals	3
0.690514336383	0.468325997618	0.288507088349

Proportion explained	3
0.130489626526	0.0884962633077	0.0545140093596

Species	0	0

Site	41	3
515rcbc9	-0.053596697846	0.1077432148	-0.024483018687
515rcbc8	-0.185965334986	0.0183463829905	0.0187578336747
515rcbc25	-0.20372292127	-0.142364755244	0.120057622033
515rcbc11	-0.16426719953	0.0411411102316	0.0132940898356
515rcbc19	-0.0867310132368	0.0480814376973	-0.00141901496698
515rcbc18	0.0824583776506	0.0782594293301	0.0327349351485
515rcbc37	-0.0329266954325	0.0888273350278	-0.0217598759543
515rcbc10	-0.0490970103501	0.0533347186591	0.00738459652445
515rcbc13	0.0630203838334	0.0567354823429	0.0476139903123
515rcbc12	0.0145851851511	0.0253208957488	-0.0595132926918
515rcbc33	-0.0371645725697	0.0266378342486	0.0467284115818
515rcbc32	-0.175175675021	-0.0269773268262	0.0844302096886
515rcbc31	-0.142946543429	0.0199119759548	0.00568337730871
515rcbc30	0.0149661758275	0.0997404606807	-0.0269606520669
515rcbc27	0.01690578654	0.0994319540755	-0.000579986534356
16.17.1	0.0255820945045	-0.128594647551	-0.00328219660959
16.17.2	0.0172421812984	-0.0829247349397	-0.0353832433887
16.17.3	-0.139156701201	-0.0869159704599	-0.329681693246
16.17.4	0.0661118325592	-0.122241461088	-0.00544326031996
16.17.5	0.134884414122	-0.048078383688	-0.0383687287996
16.17.6	-0.149861881194	-0.266220244593	0.113941697294
16.17.7	0.148394251796	-0.0918002233269	-0.0242459247325
16.17.8	0.167338092786	-0.0613653594038	-0.0170971560025
15.16.1	0.119963301391	-0.0520219820008	-0.0931834405269
15.16.2	0.114360362354	-0.0947140514997	-0.0361270508137
15.16.3	0.0747804419659	-0.182756889522	0.0107899593861
15.16.4	0.156032942805	-0.107948895878	-0.0217568696434
515rcbc35	0.0328190232508	0.105880420603	-0.0313406773611
515rcbc34	0.0858198305377	0.0581004193926	0.0476917915604
515rcbc15	0.0869681611016	0.0354087875946	0.0492077445553
515rcbc14	0.0311367617415	0.0452850683351	0.0447638001043
515rcbc21	0.100449036204	0.00790452307116	0.0493587817899
515rcbc22	0.0420660172772	0.0120323148137	0.051692454917
515rcbc23	-0.0769525101046	0.09291115842	-0.0202088971812
515rcbc24	0.0700257455527	0.0725136935478	0.0370268635824
515rcbc17	0.053388578722	0.0798105074961	0.00659122522938
515rcbc26	0.132100737449	0.053896456211	0.0489159840608
515rcbc36	-0.167798977353	0.0241587927609	-0.084199293473
515rcbc28	0.00980745317124	0.0657503773454	0.00962706372647
515rcbc29	-0.022613657453	0.0645707111353	0.0164398877877
515rcbc16	-0.173229778616	0.0131894635058	0.0123019528986

Biplot	0	0

Site constraints	0	0
