Eigvals	3
0.484702321105	0.267005180678	0.21626227381

Proportion explained	3
0.14376579099	0.0784522620456	0.0636160739968

Species	0	0

Site	29	3
515rcbc9	-0.0225517521792	0.142384231014	-0.0131571123118
515rcbc8	-0.229805841211	0.0398053321953	0.0463273666697
515rcbc25	-0.258112026019	-0.221831970893	0.201202662213
515rcbc19	-0.0770931890623	0.00979958128554	-0.0588566743384
515rcbc18	0.154872920706	0.015182420721	0.0593107329768
515rcbc11	-0.174396201647	0.027115065	-0.0434312511344
515rcbc10	-0.0295258693411	0.0732087987201	0.0453759883644
515rcbc35	0.0735453593511	0.194059330383	0.0848218578544
515rcbc34	0.157657891846	-0.0380642588529	0.0993565551699
515rcbc15	0.14755788245	-0.104838659581	-0.0258707398822
515rcbc32	-0.221679378094	-0.0673005460816	0.10679048049
515rcbc17	0.106822326161	0.0503704596053	0.0100669483028
515rcbc30	0.0827617479755	0.195837785962	0.123262043192
515rcbc37	0.000999906400875	0.0934296443708	-0.0541521340915
515rcbc36	-0.186744069953	-0.00598488578903	-0.144344222975
515rcbc13	0.120376964232	-0.0787192380243	-0.0488897955379
515rcbc12	0.0113992155568	-0.0206079288984	-0.204096547289
515rcbc33	-0.0123904534976	-0.0803612054093	-0.0398498200167
515rcbc14	0.0805226577605	-0.0952311245891	-0.0476307289548
515rcbc21	0.1625755745	-0.137137608809	-0.0325219190449
515rcbc22	0.0685905523596	-0.138525160414	-0.0394973219332
515rcbc23	-0.0559750568301	0.0919622663395	-0.0867165713947
515rcbc24	0.1391513783	-0.0370832091597	0.010151828294
515rcbc31	-0.178357476749	0.0207077852688	-0.0384494258037
515rcbc26	0.202249622614	-0.0255134429709	0.146404170964
515rcbc27	0.0723284831827	0.0129123624253	-0.0700301516155
515rcbc28	0.0508294366256	0.0090076250408	-0.0413439129203
515rcbc29	0.0177184160481	0.0504844413379	0.0228727743983
515rcbc16	-0.203329021487	0.0249321098036	0.0328949203556

Biplot	0	0

Site constraints	0	0
