Eigvals	3
0.484702321105	0.267005180678	0.21626227381

Proportion explained	3
0.14376579099	0.0784522620456	0.0636160739968

Species	0	0

Site	29	3
515rcbc9	-0.0271974566895	0.0994119637072	0.0295825746331
515rcbc8	-0.185938480585	0.0477104141993	0.0202380681637
515rcbc25	-0.2074848535	-0.19531031609	0.0540550702841
515rcbc19	-0.0814635695384	0.03017044149	-0.00111088695464
515rcbc18	0.128152408328	0.00874565866753	0.0388752925751
515rcbc11	-0.15217587792	0.0370078153463	0.00385905203678
515rcbc10	-0.0150535404804	0.0685677537823	0.0360619327579
515rcbc35	0.060906826668	0.166443901976	0.0303757303775
515rcbc34	0.136491169665	-0.0305407905751	0.0589499673598
515rcbc15	0.119729530991	-0.117291814361	-0.0133396272477
515rcbc32	-0.18995691729	-0.0496001660546	0.0483433134776
515rcbc17	0.107539847012	0.0371999393328	-0.0370735777054
515rcbc30	0.0673647670962	0.169459059774	0.0444176628756
515rcbc37	-0.00801572298452	0.0962529941473	-0.00101517526186
515rcbc36	-0.156320887607	0.00274334264102	-0.0141049137633
515rcbc13	0.0940479081718	-0.0664876402936	0.0266086031296
515rcbc12	0.0322998270395	-0.0320636343058	-0.457432149009
515rcbc33	-0.0127637454763	-0.069014785069	0.0182062539134
515rcbc14	0.0556274957142	-0.0779243390145	0.0220844345687
515rcbc21	0.146575650419	-0.0992170899199	0.00341105339877
515rcbc22	0.0623527783973	-0.128443745627	0.00292938280792
515rcbc23	-0.0592205893052	0.0718502637702	-0.0101373771217
515rcbc24	0.109426448123	-0.043272010989	0.0297497225901
515rcbc31	-0.14071671152	-0.00167581165928	-0.00803521888246
515rcbc26	0.184958860287	0.00343635492105	0.0632441378237
515rcbc27	0.050622514412	0.016612640736	-0.0174602642348
515rcbc28	0.0333750671047	0.00311312189225	0.00594236758156
515rcbc29	0.0171573849772	0.0282506699426	0.018820509571
515rcbc16	-0.17032013151	0.0238658076337	0.00395406025545

Biplot	0	0

Site constraints	0	0
