Eigvals	3
0.603559527671	0.354982567654	0.218629296483

Proportion explained	3
0.240838279297	0.125097373954	0.0763053178797

Species	0	0

Site	41	3
515rcbc9	-0.00697555334161	0.0550664137552	0.0238628200974
515rcbc8	-0.0859558806219	0.0258903799081	0.0340665265558
515rcbc25	-0.127507194435	-0.0861520741765	0.0813655257477
515rcbc11	-0.100927368589	0.0151562235289	0.0157783772878
515rcbc19	-0.0587966683316	0.0294156285238	-0.0106124963101
515rcbc18	0.0705184512466	0.0391107833158	0.0200333896725
515rcbc37	-0.0357658501291	0.0604442932267	-0.0248389307813
515rcbc10	-0.0057316504782	0.0342667488592	0.00792991784059
515rcbc13	0.025247193144	0.00309670916088	-0.0268182171018
515rcbc12	-0.0849462020814	0.00568549534653	-0.120791128917
515rcbc33	-0.0284710376874	-0.0368345911286	0.0766680047374
515rcbc32	-0.0734078870603	-0.0241400310915	0.0581303066555
515rcbc31	-0.087892774381	0.0245003795651	-0.00352075986348
515rcbc30	0.0669162956133	0.0833803313369	0.0425682665263
515rcbc27	0.00106003707748	0.0351091759638	-0.01832835225
16.17.1	-0.00201868990984	-0.076047681362	0.0381951618296
16.17.2	-0.0429378768793	-0.0687256935669	0.0279733838491
16.17.3	-0.20571498901	-0.0520975630981	-0.408177979484
16.17.4	0.000495382728549	-0.0788016782602	0.00721109263545
16.17.5	0.0750957458364	-0.0311681890207	0.00328012387479
16.17.6	-0.0851888115133	-0.14326248666	0.105112328779
16.17.7	0.02706368762	-0.0147618658085	-0.0203726744612
16.17.8	0.105628619902	0.0578183818851	0.0257559784071
15.16.1	0.142885168186	-0.00798931461463	-0.0132280362578
15.16.2	0.146770192228	-0.043415562741	-0.0125775797398
15.16.3	0.110967102511	-0.16747142885	0.0730767274822
15.16.4	0.153305977459	-0.0362530039824	-0.0184636476635
515rcbc35	0.0808524340384	0.0816852030337	0.00348730712489
515rcbc34	0.0731368919853	0.0535040886709	0.0210378302571
515rcbc15	0.0727347889014	0.035532142594	0.000429137312631
515rcbc14	-0.0325977588372	-0.0401760355329	0.0384306309232
515rcbc21	0.0431373886532	-0.0167724955233	0.00236828070461
515rcbc22	-0.0122415970977	-0.0271034791859	0.0413794218492
515rcbc23	-0.0403558722795	0.0260379396802	-0.027960925124
515rcbc24	0.0611844877653	0.0508331630468	0.0291494729373
515rcbc17	0.0419091916684	0.0615793061651	0.0212326450904
515rcbc26	0.11715308937	0.0615675672263	0.0367496276402
515rcbc36	-0.220340618302	0.0794855069281	-0.204930914941
515rcbc28	0.00997668596538	-0.00702725318947	0.0523558575982
515rcbc29	-0.00303175699978	0.0497810015654	-0.00561096896375
515rcbc16	-0.0852327739344	-0.0107464354941	0.0286044684431

Biplot	0	0

Site constraints	0	0
