Eigvals	3
0.603559527671	0.354982567654	0.218629296483

Proportion explained	3
0.240838279297	0.125097373954	0.0763053178797

Species	0	0

Site	41	3
515rcbc9	-0.0584919553675	0.110608746102	-0.0159463252215
515rcbc8	-0.185336212957	0.019845846844	0.0331528471514
515rcbc25	-0.210657058245	-0.143932386261	0.108199501814
515rcbc11	-0.157241280763	0.0437557103062	0.0283300318151
515rcbc19	-0.102045217073	0.0563975903782	0.00927771738425
515rcbc18	0.089669950147	0.0791868423866	0.0240706520935
515rcbc37	-0.0257453457731	0.10327882739	-0.0192336981693
515rcbc10	-0.0425971771002	0.057537903048	0.00305101305807
515rcbc13	0.057938564304	0.0519723853084	0.0402179698153
515rcbc12	-0.000556111173118	0.0321324259223	-0.0341347543536
515rcbc33	-0.0394105579095	0.00753419700322	0.0434360596139
515rcbc32	-0.179636486575	-0.0237007768922	0.0863817126491
515rcbc31	-0.150769944728	0.0160068338923	0.0166310363466
515rcbc30	0.0179755284883	0.10529254584	-0.0256027289187
515rcbc27	0.0200009219044	0.0978732541361	-0.00330966724794
16.17.1	0.0282599359924	-0.131560579772	-0.00425749159789
16.17.2	0.0204075981309	-0.0884316363636	-0.00328069038301
16.17.3	-0.139173398972	-0.0933813703723	-0.381714630518
16.17.4	0.0621504219846	-0.139645436646	0.00741335838114
16.17.5	0.136615710125	-0.0521225328302	-0.0116909549874
16.17.6	-0.146262286265	-0.267131032472	0.0850986962352
16.17.7	0.150544992803	-0.0833718333608	-0.0125091681626
16.17.8	0.157183741483	-0.0570705525324	-0.00202973842883
15.16.1	0.108148563715	-0.035986771471	-0.0706059282391
15.16.2	0.110778937159	-0.0743329117653	-0.00722630223135
15.16.3	0.0776864942072	-0.193704443545	0.0221865465895
15.16.4	0.154378002759	-0.100651553133	-0.0286719781824
515rcbc35	0.0234046576768	0.107460425326	-0.0353716645116
515rcbc34	0.0932661875622	0.055243517614	0.0298916062742
515rcbc15	0.088891882114	0.0294355551787	0.0230348261468
515rcbc14	0.0323544665084	0.0369408840157	0.0262484165175
515rcbc21	0.108906299226	0.00695201513649	0.0229228872074
515rcbc22	0.0463724553621	0.010702991592	0.0416112843185
515rcbc23	-0.0700971231663	0.0928326202842	-0.019170816457
515rcbc24	0.0706271549144	0.0687598184723	0.0231227491824
515rcbc17	0.0507678901891	0.0809329046428	0.00475533497175
515rcbc26	0.138084116181	0.0463749866492	0.017397410217
515rcbc36	-0.166401114882	0.0162431480123	-0.0785343700354
515rcbc28	0.00821575568481	0.0671864150976	0.0110946438332
515rcbc29	-0.0119345328338	0.0659831915941	0.0150977315792
515rcbc16	-0.166274424839	0.0185522352456	0.0306668744504

Biplot	0	0

Site constraints	0	0
