# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc12	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
D_0__Archaea;D_1__Bathyarchaeota;D_2__uncultured archaeon;D_3__uncultured archaeon	0.0	0.0	0.0	0.0	5.53001303977e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.61100202958e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Diapherotrites;D_2__Diapherotrites Incertae Sedis;D_3__Unknown Order	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32220040592e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Euryarchaeota;D_2__Methanobacteria;D_3__Methanobacteriales	0.0	2.72773148211e-05	4.9306260909e-06	0.0	1.93550456392e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.22428991185e-05	0.0	0.0	2.3951235285e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.61100202958e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Euryarchaeota;D_2__Methanomicrobia;D_3__Methanocellales	0.0	2.72773148211e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Euryarchaeota;D_2__Methanomicrobia;D_3__Methanosarcinales	0.0	0.0	0.0	0.0	8.84802086363e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Thermoplasmatales	0.0	4.09159722317e-05	7.88900174544e-05	0.0	1.65900391193e-06	0.0	7.2233458538e-06	4.02268796009e-05	5.22105966627e-06	0.00019171619335	0.000125839585988	0.0	0.0	0.0	0.0	0.0	0.0	0.0004702694532	0.0	7.92901941817e-06	0.000140538261542	0.00128253439374	0.0	0.0	0.0	5.64923876508e-05	0.000152125188889	0.0	4.3595146407e-05
D_0__Archaea;D_1__Miscellaneous Euryarchaeotic Group(MEG);D_2__uncultured archaeon;D_3__uncultured archaeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.41350295428e-06	0.0	0.0	0.0	0.0	5.59844587143e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Parvarchaeota;D_2__uncultured archaeon;D_3__uncultured archaeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67953376143e-05	0.0	0.0	0.0	4.6277014207e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Thaumarchaeota;D_2__FHMa11 terrestrial group;Ambiguous_taxa	4.33754798412e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Thaumarchaeota;D_2__FHMa11 terrestrial group;D_3__uncultured archaeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56631789988e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Thaumarchaeota;D_2__FHMa11 terrestrial group;D_3__uncultured crenarchaeote	4.33754798412e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.98543536726e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.03742223794e-06	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Thaumarchaeota;D_2__Soil Crenarchaeotic Group(SCG);Ambiguous_taxa	0.0	0.000218218518569	0.000103543147909	1.82996010687e-05	5.03231186619e-05	5.7683433318e-05	0.000252817104883	0.000152862142484	4.69895369964e-05	0.000675174420059	0.00014943450836	4.8971596474e-05	0.000185337573857	0.000115731982533	5.98780882124e-05	0.00128761016627	0.0	0.0003135129688	2.54699200245e-05	0.000222012543709	5.4053177516e-05	0.000733821225283	2.0693365707e-05	1.60748444759e-05	6.03661639028e-05	0.000310708132079	0.000121700151111	0.0	2.9063430938e-05
D_0__Archaea;D_1__Thaumarchaeota;D_2__Soil Crenarchaeotic Group(SCG);D_3__Unknown Order	0.0	1.36386574106e-05	0.0	0.0	1.65900391193e-06	5.7683433318e-05	3.6116729269e-05	1.60907518404e-05	5.22105966627e-06	0.000108361326676	0.000102244663615	6.12144955926e-06	0.0	1.78049203897e-05	2.3951235285e-05	6.34050460662e-05	0.0	0.000408686548614	3.82048800367e-05	1.58580388363e-05	1.08106355032e-05	0.00047599214613	0.0	7.23368001415e-05	0.0	9.88616783888e-05	0.000111558471852	0.0	0.000116253723752
D_0__Archaea;D_1__Thaumarchaeota;D_2__Soil Crenarchaeotic Group(SCG);D_3__uncultured archaeon	0.00173501919365	0.0154253215313	0.0080763655369	0.00314753138382	0.000319634753699	0.00468677895708	0.00898584224213	0.00461804577819	0.0115698682205	0.00896064816744	0.00913909993236	0.00741307541626	0.00275782309899	0.00422421736247	0.00879010334958	0.0102472309065	0.000398169815934	0.0164370370785	0.00578167184555	0.0191802979725	0.0107403663724	0.0226955699675	0.00193138079932	0.0020977672041	0.00783035383196	0.00872807389204	0.00156181860592	0.000590091592478	0.00292087480927
D_0__Archaea;D_1__Thaumarchaeota;D_2__Soil Crenarchaeotic Group(SCG);D_3__uncultured crenarchaeote	0.0	0.0	0.0	0.0	1.65900391193e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Thaumarchaeota;D_2__Soil Crenarchaeotic Group(SCG);Other	0.0043158602442	0.02896850834	0.00590195943081	0.00699044760824	0.000982683317167	0.0146371712044	0.0155301935857	0.0177159177763	0.0142795981872	0.0226725237353	0.0198275997672	0.00970861900098	0.00911119513081	0.0100375238697	0.0200352083159	0.0411059790958	0.0042681010094	0.0417196186339	0.0109775355305	0.0214955716427	0.016907833927	0.0336632223346	0.00508367017534	0.00356057805141	0.00806319474987	0.028147332147	0.0270681419429	0.00402801652256	0.0163336481872
D_0__Archaea;D_1__Thaumarchaeota;D_2__South African Gold Mine Gp 1(SAGMCG-1);D_3__uncultured archaeon	0.00535687176039	0.0	0.0	0.0	0.0	1.44208583295e-05	0.0	0.0	0.000934569680262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.28689183053e-05	0.0	0.0	0.0	2.16212710064e-05	0.0	0.00074496116545	0.0	1.72474754008e-05	0.0	0.0	2.56561561947e-05	0.0
D_0__Archaea;D_1__Woesearchaeota (DHVEG-6);D_2__uncultured archaeon;D_3__uncultured archaeon	0.0	0.0	0.0	0.0	7.74201825568e-06	0.0	7.2233458538e-06	0.0	5.22105966627e-06	0.0	7.86497412424e-06	0.0	1.48270059086e-05	0.0	4.79024705699e-05	9.75462247172e-06	0.0	3.91891211e-05	0.0	7.92901941817e-06	1.08106355032e-05	0.0	0.0	0.0	3.44949508016e-05	2.82461938254e-05	0.0	0.0	0.0
D_0__Archaea;D_1__Woesearchaeota (DHVEG-6);D_2__uncultured euryarchaeote;D_3__uncultured euryarchaeote	8.67509596825e-05	2.72773148211e-05	0.0	7.31984042748e-05	5.53001303977e-06	1.44208583295e-05	7.94568043918e-05	5.63176314413e-05	3.65474176639e-05	1.66709733348e-05	7.07847671181e-05	3.06072477963e-05	8.15485324971e-05	6.23172213641e-05	3.59268529274e-05	0.000121932780897	2.09563061018e-05	3.35906752286e-05	0.0	1.58580388363e-05	3.78372242612e-05	1.98330060887e-05	6.20800971209e-05	6.42993779035e-05	5.17424262024e-05	9.88616783888e-05	0.0	0.0	0.000450483179539
D_0__Bacteria;D_1__Acidobacteria;D_2__AT-s3-28;D_3__uncultured bacterium	0.000195189659286	0.000177302546337	7.88900174544e-05	0.000228745013359	7.63141799488e-05	0.000129787724965	0.000202253683906	0.000378132668249	8.35369546603e-05	0.000291742033359	0.000322463939094	0.000226493633692	0.000177924070903	0.000164695513605	9.58049411398e-05	0.000326779852803	5.58834829381e-05	0.000207142497243	0.000432988640416	0.000237870582545	0.000199996756809	0.000350383107568	0.000124160194242	0.000289347200566	0.000198345967109	0.000197723356778	0.000304250377778	7.6968468584e-05	0.000203444016566
D_0__Bacteria;D_1__Acidobacteria;D_2__AT-s3-28;D_3__unidentified	0.0	0.0	0.0	0.0	1.10600260795e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales	0.0588171506647	0.000450075694549	0.00234697801927	0.00581012333931	0.000129955306435	0.000115366866636	0.000202253683906	4.02268796009e-05	0.0140550926216	0.000108361326676	1.57299482485e-05	0.00415646425073	2.22405088628e-05	0.000293781186431	0.000431122235129	2.92638674152e-05	0.0670042960428	2.79922293571e-05	8.91447200856e-05	0.000142722349527	0.000940525288779	0.00031071709539	0.0115882847959	0.0280264913437	0.00176786622858	0.000183600259865	0.000192691905926	0.000949277779203	0.000406888033132
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales	0.0229673165759	0.0571186972354	0.0316348969992	0.031026973612	0.0397818078055	0.0488290263036	0.0310098237504	0.0275071402711	0.0287210492242	0.0238228208954	0.0390338665786	0.0411055337904	0.0385502153623	0.0408578410644	0.0477467875406	0.0353312425926	0.0383430547309	0.0423970305843	0.0246294126636	0.0402477025666	0.0306049091096	0.0355936349272	0.0282533419786	0.0285167741002	0.0287170465423	0.0370872524927	0.10281634433	0.00754290992124	0.0362275666642
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Holophagales	0.0	0.0	0.0	0.0	1.10600260795e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3795577138e-05	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 10	0.00203864755254	0.00351877361193	0.00139536718372	0.00167441349779	0.00262288518476	0.00382152745731	0.00366223634788	0.00216420612253	0.000689179875948	0.00162541990014	0.00372799773489	0.00322600391773	0.00183113522971	0.0019140289419	0.00237117229321	0.00231672283703	0.000328315462261	0.00207142497243	0.00345117416331	0.00214083524291	0.00148646238169	0.00305428293766	0.000834632416847	0.00263627449404	0.00181960865478	0.00192074118013	0.00362057949555	0.000282217718141	0.00167114727894
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 7	0.00403391962524	0.00295958865809	0.00195745855809	0.00249789554588	0.000833925966397	0.00398015689894	0.00234036405663	0.00511685908524	0.00100244345592	0.00204219423351	0.00354710333003	0.0021486287953	0.00452965030507	0.00297787293519	0.00312563620469	0.00368236998308	0.00285704306521	0.00285520739443	0.00241964240232	0.0016571650584	0.00304319389415	0.00546068767643	0.000793245685433	0.00309440756161	0.00340637639166	0.0037849899726	0.00409723842074	0.00043615465531	0.00604519363511
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__TPD-58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61052983313e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.98543536726e-06	0.0	0.0	0.0	0.0	0.0	0.0	8.03742223794e-06	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;Other	0.0	0.0	0.0	0.0	4.97701173579e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Solibacteres;D_3__Solibacterales	0.0208852935436	0.00395521064906	0.00415158716854	0.0072466420232	0.00690588028407	0.00305722196585	0.00311326206299	0.00279174544431	0.00816051625838	0.00217556202019	0.00209994809117	0.00733961802155	0.00321746028216	0.00319598320996	0.00653868723279	0.00316537499207	0.0251405818868	0.00222818145683	0.00300545056289	0.00366320697119	0.00381615433263	0.00286917488084	0.00703574434036	0.0149496053626	0.00478617442372	0.00275400389797	0.00305264545703	0.00520819970752	0.00380730945288
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11;Ambiguous_taxa	0.0	0.0	7.39593913635e-05	0.0	1.10600260795e-06	0.0	0.0	0.0	6.78737756615e-05	0.0	0.0	6.12144955926e-06	0.0	0.0	0.0	0.0	3.49271768363e-05	0.0	0.0	0.0	2.16212710064e-05	0.0	0.0	8.03742223794e-06	6.89899016032e-05	0.0	0.0	2.56561561947e-05	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11;D_3__uncultured Acidobacteria bacterium	0.0	0.000190941203748	0.000162710661	0.0	5.14291212699e-05	0.00027399630826	0.000462294134643	0.000394223420089	0.000130526491657	0.000691845393393	0.00081795730892	0.000214250734574	0.000496704697937	0.000351647177698	0.000203585499922	0.00104374460447	0.0	0.00283281361094	0.000101879680098	0.00047574116509	0.00087566147576	0.000555324170485	6.20800971209e-05	2.41122667138e-05	0.000206969704809	0.00169477162952	0.000365100453333	2.56561561947e-05	0.000101722008283
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11;D_3__uncultured bacterium	0.0	0.0	5.42368869999e-05	0.0	0.0	0.0	6.50101126842e-05	0.0	1.04421193325e-05	1.66709733348e-05	0.0	6.12144955926e-06	0.0	6.23172213641e-05	0.0	3.4141178651e-05	2.09563061018e-05	2.23937834857e-05	3.82048800367e-05	1.58580388363e-05	8.10797662741e-05	5.94990182662e-05	1.3795577138e-05	8.03742223794e-06	0.000241464655611	1.41230969127e-05	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11;Other	0.000542193498016	0.00342330301005	0.002603370576	0.000201295611756	0.00186803840483	0.00276880479926	0.00251372435712	0.00176998270244	0.00123739114091	0.00167543282015	0.00250106177151	0.00200171400588	0.00273558259013	0.00187396787102	0.002143635558	0.00247279679658	0.000118752401243	0.0071324200402	0.00136264072131	0.00302888541774	0.00280535991308	0.00284273087272	0.000565618662657	0.000458133067563	0.00252675514622	0.00310708132079	0.00305264545703	0.000128280780973	0.00156942527065
